Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1KNVVL                         |U         |Perusasiakastiedot: myyntitiedot: tekstirivi                |
| |E1KNVVM                         |U         |Asiakkaan pääperustiedot - myynti- ja jakelutiedot (KNVV)   |
| |E1KOKRS                         |U         |Laskenta-alue                                               |
| |E1KOMG                          |U         |Suodatinsegmentti ja erillinen ehtoavain                    |
| |E1KONH                          |U         |Ehto-otsikon tiedot                                         |
| |E1KONM                          |U         |Ehdot - määräporrastus                                      |
| |E1KONP                          |U         |Ehdot - rivit                                               |
| |E1KONW                          |U         |Ehdot - arvoporrastus                                       |
| |E1KSMLM                         |U         |Pääluokka - luokan ominaisuudet                             |
| |E1KSSKM                         |U         |Jako - luokitus: objektiluokkakohdistus                     |
| |E1LBINH                         |U         |Lukitse varastopaikat - IDOC-otsikko                        |
| |E1LBINI                         |U         |Lukitse varastopaikat - IDOC-rivi                           |
| |E1LCOHU                         |U         |HU-tiedot per siirtotil.rivi kuittauksessa ( LTAP_CONF_HU ) |
| |E1LCOSE                         |U         |Kuittaa, sisältää sarjanumerot  ( LTAP_CONF_HU_SERIAL )     |
| |E1LFA1A                         |U         |Yleisten toimittajatietojen segmentti - laajennus           |
| |E1LFA1C                         |U         |Yleiset toimittajatiedot, CMD                               |
| |E1LFA1H                         |U         |Alkuperäiset toimittajan perustiedot: tekstit, otsikko      |
| |E1LFA1L                         |U         |Alkuperäiset toimittajan perustiedot: tekstirivi            |
| |E1LFA1M                         |U         |Segmentti yleisille toimittajatiedoille                     |
| |E1LFASM                         |U         |Segmentti toimittajan EU-veronumeroille                     |
| |E1LFB1C                         |U         |Yritystiedot toimittajalle CMD                              |
| |E1LFB1H                         |U         |Alkuper. toimitt. perustiedot, yritys: tekstit, otsikko     |
| |E1LFB1L                         |U         |Alkuper. toimitt. perustiedot, yritys: tekstirivi           |
| |E1LFB1M                         |U         |Segmentti toimittajien yritystiedoille SMD                  |
| |E1LFB5M                         |U         |Toimittajan muistutustiedot SMD                             |
| |E1LFBKM                         |U         |Segmentti toimittajan SMD pankkitiedoille                   |
| |E1LFM1C                         |U         |Osto-organisaatiotiedot toimittajille: CMD                  |
| |E1LFM1H                         |U         |Alkuper. toimitt. perustiedot, osto-organ.: tekstit, otsikko|
| |E1LFM1L                         |U         |Alkuper. toimitt. perustiedot, osto-organ.: tekstirivit     |
| |E1LFM1M                         |U         |Segmentti: osto-organisaatiotiedot, toimittajat: SMD        |
| |E1LFM2M                         |U         |Segmentti - ostotiedot toimittajille - MM SMD               |
| |E1LINFX                         |U         |Infoteksti-IDOC - alijärjestelmien kytkentä                 |
| |E1LINVX                         |U         |IDOC-vahvistus - WM-inventointilaskenta                     |
| |E1LIPK0                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK1                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK2                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK3                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK4                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK5                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK6                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK7                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK8                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPK9                         |U         |IDOC-segmentti 03-1: tunnukset SXYZ                         |
| |E1LIPM0                         |U         |Yleinen ominaisuussegmentti                                 |
| |E1LIPP0                         |U         |Tunnussegmentti - segmentti 0                               |
| |E1LIPP1                         |U         |Tunnusten vaihto - segmentti 1                              |
| |E1LIPP2                         |U         |Tunnusten vaihto - segmentti 2                              |
| |E1LIPP3                         |U         |Tunnusten vaihto - segmentti 3                              |
| |E1LIPP4                         |U         |Tunnusten vaihto - segmentti 4                              |
| |E1LIPP5                         |U         |Tunnusten vaihto - segmentti 5                              |
| |E1LIPP6                         |U         |Tunnusten vaihto - segmentti 6                              |
| |E1LIPP7                         |U         |Tunnusten vaihto - segmentti 7                              |
| |E1LIPP8                         |U         |Tunnusten vaihto - segmentti 8                              |
| |E1LIPP9                         |U         |Tunnusten vaihto - segmentti 9                              |
| |E1LIPV0                         |U         |Yleinen versiosegmentti                                     |
| |E1LIPVE                         |U         |IDOC-segmentti 2: versio                                    |
| |E1LISBA                         |U         |Perustiedot - LIS-tuloliittymä ulkoisille tiedoille         |
| |E1LOC1                          |U         |KK5 - varastot / sijainti                                   |
| |E1LPHUX                         |U         |Keräilykäsittely-yksikkö                                    |
| |E1LRRFX                         |U         |Viitenumeron vapautus                                       |
| |E1LSUMX                         |U         |Varastoyksikön siirto - IDOC-segmentti                      |
| |E1LTCAH                         |U         |Peruutus/peruutuspyyntö - siirtopyyntö - IDOC-otsikko       |
| |E1LTCAI                         |U         |Peruutus/peruutuspyyntö - siirtopyyntö - IDOC-rivi          |
| |E1LTCAX                         |U         |Siirtopyynnön peruutus / SP-peruutuksen pyyntö: IDOC        |
| |E1LTCOG                         |U         |Vahvista suoritustiedot kuittaamalla                        |
| |E1LTCOH                         |U         |Siirtopyyntöotsikko - IDOC-kuittaus                         |
| |E1LTCOI                         |U         |Siirtotilausrivi                                            |
| |E1LTCOX                         |U         |Varastoyksikkö - IDOC-kuittaus                              |
| |E1LTORH                         |U         |Siirtopyyntöotsikko                                         |
| |E1LTORI                         |U         |Siirtotilausrivi                                            |
| |E1LTRQH                         |U         |Siirtotarve - IDOC-otsikko                                  |
| |E1LTRQI                         |U         |Siirtotarve - IDOC-rivi                                     |
| |E1M1SLM                         |U         |Päänimike - KONM/KONP                                       |
| |E1M1TXM                         |U         |Päänimike - selitykset                                      |
| |E1MAKTC                         |U         |Core Master: nimikkeen lyhyet selitykset (MAKT)             |
| |E1MAKTF                         |U         |Nimikeperustiedot - lyh. selitykset (MAKT) / muuta tunnusta |
| |E1MAKTM                         |U         |Päänimike - lyhyet selitykset (MAKT)                        |
| |E1MALF1                         |U         |CC5 hylkysyyt                                               |
| |E1MANAGEREXTPAYROLL_INSERTL     |U         |Otsikkosegmentti                                            |
